Share Count	Author	Date	Title
499	The Editorial Board	2014-11-03	A Prisoner Swap With Cuba 
106	The Editorial Board	2014-11-03	Falling Short on Concussion Warnings 
2285	Paul Krugman	2014-11-03	Business vs. Economics
265	The Editorial Board	2014-11-03	Money and Judges, a Bad Mix
559	Charles Blow	2014-11-03	Blacks, Obama and the Election
446	The Editorial Board	2014-11-02	Tax Cuts on Trial in Governors’ Races
328	Frank Bruni	2014-11-02	The Pitiful Whimper of 2014
990	Maureen Dowd	2014-11-02	A Cup of G.I. Joe
4304	Nicholas Kristof	2014-11-02	Teenagers Stand Up to Backpage
193	Thomas Friedman	2014-11-02	Flying Blind in Iraq and Syria
519	Ross Douthat	2014-11-02	How Obama Lost America
106	The Editorial Board	2014-11-02	The New War’s Rising Cost
54	The Editorial Board	2014-11-01	An Economic Model for Asia
211	Joe Nocera	2014-11-01	The Guantánamo Tapes
317	The Editorial Board	2014-11-01	The People’s Choice on Gun Safety
458	The Editorial Board	2014-11-01	Deceptions of the F.B.I.
89	The Editorial Board	2014-11-01	When to Shut Down Failing Schools 
2892	Roger Cohen	2014-10-31	The Discretion of Nicholas Winton
35	The Editorial Board	2014-10-31	Blocking Ads on Cellphones
349	The Editorial Board	2014-10-31	Boko Haram's Continuing Rampage
1359	The Editorial Board	2014-10-31	The Prospect of a Republican Senate
219	The Editorial Board	2014-10-31	Gov. Andrew Cuomo’s Power Play
165	The Editorial Board	2014-10-31	Tunisia’s Victory 
650	David Brooks	2014-10-31	Our Machine Masters
1991	Paul Krugman	2014-10-31	Apologizing to Japan
142	The Editorial Board	2014-10-30	The Persecution of the Rohingya
917	The Editorial Board	2014-10-30	Prop 47 Could Take the State a Step Further in Reducing Overcrowding
129	The Editorial Board	2014-10-30	The S.E.C. and Political Spending 
37	The Editorial Board	2014-10-30	Attorney General Eric Holder and Journalists
67	The Editorial Board	2014-10-28	Shedding Light on Nazi Loot
305	Roger Cohen	2014-10-28	A Climate of Fear
470	The Editorial Board	2014-10-28	Ebola Policies Made in Panic Cause More Damage
3534	David Brooks	2014-10-28	Why Partyism Is Wrong
542	Joe Nocera	2014-10-28	Are Our Courts for Sale?
125	The Editorial Board	2014-10-28	Hope, and Hard Work, in Ukraine
357	The Editorial Board	2014-10-28	Dannel Malloy for Governor of Connecticut
545	The Editorial Board	2014-10-27	Afghanistan’s Unending Addiction
4746	Paul Krugman	2014-10-27	Ideology and Investment
158	The Editorial Board	2014-10-27	A Rare Victory for Public Defense
637	The Editorial Board	2014-10-26	 The Shifting Politics of Cuba Policy 
1232	Ross Douthat	2014-10-26	The Pope and the Precipice
841	Thomas Friedman	2014-10-26	The Last Train
9011	Nicholas Kristof	2014-10-26	The American Dream Is Leaving America
96	The Editorial Board	2014-10-26	Deficit Talk in an Election Year 
296	Frank Bruni	2014-10-26	Fathers, Sons and the Presidency
383	The Editorial Board	2014-10-25	No Progress on Marijuana Arrests 
445	The Editorial Board	2014-10-25	For Congress in New York
57	The Editorial Board	2014-10-25	A Deepening Partnership With Vietnam
1809	Gail Collins	2014-10-25	Once Again, Guns
77	Joe Nocera	2014-10-25	Carl Icahn’s Bad Advice
537	Roger Cohen	2014-10-24	Active Fatalism
5875	Paul Krugman	2014-10-24	Plutocrats Against Democracy
495	The Editorial Board	2014-10-24	Why Kobani Must Be Saved
135	The Editorial Board	2014-10-24	A Betrayal of Migrant Children, and the Law
46	The Editorial Board	2014-10-24	Beyond Screening for Ebola
73	The Editorial Board	2014-10-24	The Real Bailout Victims 
973	David Brooks	2014-10-24	The Working Nation
153	The Editorial Board	2014-10-23	The Fed at the Crossroads 
187	The Editorial Board	2014-10-23	A Verdict on Blackwater
102	The Editorial Board	2014-10-23	The Times Recommends Re-electing Eric Schneiderman and Thomas DiNapoli
396	Gail Collins	2014-10-23	Women’s Issues Dominate 2014 Campaigns
1279	Nicholas Kristof	2014-10-23	How to Defeat Ebola
65	The Editorial Board	2014-10-22	The Upside of Lower Oil Prices
128	The Editorial Board	2014-10-22	Inequality in Hong Kong
1359	The Editorial Board	2014-10-22	Alison Lundergan Grimes, Kay Hagan and Other Candidates Avoid Obama
111	The Editorial Board	2014-10-22	HBO and CBS Move Toward Selling Content Directly to Consumers
157	The Editorial Board	2014-10-22	Some Good News on the Ebola Front
701	Thomas Friedman	2014-10-22	Putin and the Pope
945	Frank Bruni	2014-10-22	Capitalism’s Suffocating Music
385	Roger Cohen	2014-10-21	China Versus America
319	The Editorial Board	2014-10-21	Re-elect Andrew Cuomo for Governor of New York
3174	David Brooks	2014-10-21	What the Ebola Crisis Reveals About Culture
211	The Editorial Board	2014-10-21	President Obama and the Convention Against Torture
93	The Editorial Board	2014-10-21	Membership’s Perks, for Immigrants, Too
400	Joe Nocera	2014-10-21	A World Without OPEC?
21574	The Editorial Board	2014-10-20	 Cuba’s Impressive Role on Ebola 
90	The Editorial Board	2014-10-20	Ireland, Still Addicted to Tax Breaks 
5628	Paul Krugman	2014-10-20	Amazon’s Monopsony Is Not O.K.
27	The Editorial Board	2014-10-20	To Battle Sugar, Mayor Bill de Blasio Doesn’t Need a Big-Soda Ban
323	The Editorial Board	2014-10-19	A Rate Cap for All Consumer Loans 
181	Ross Douthat	2014-10-19	The Ebola Scare
229	Maureen Dowd	2014-10-19	An Affair to Remember, Differently
493	Frank Bruni	2014-10-19	The Virus of Cynicism
38	The Editorial Board	2014-10-19	The House’s Ethics Lesson for the Senate
932	The Editorial Board	2014-10-19	From Jimmy Carter, a Rebuke to Egypt 
198	The Editorial Board	2014-10-18	India's Public Health Crisis
389	Joe Nocera	2014-10-18	Failures of Competence
133	The Editorial Board	2014-10-18	Vatican Signals on Gays and Remarriage Are a Hopeful Beginning
451	The Editorial Board	2014-10-18	Small Schools Work in New York
82	The Editorial Board	2014-10-18	The White Teeth Monopoly
92	Roger Cohen	2014-10-17	Asia’s American Angst
371	The Editorial Board	2014-10-17	Keeping Ebola at Bay 
276	The Editorial Board	2014-10-17	Evo Morales of Bolivia and Democracy
677	David Brooks	2014-10-17	The Case for Low Ideals
1496	Paul Krugman	2014-10-17	What Markets Will
758	The Editorial Board	2014-10-16	Deadly Alliances Against Muslims
635	The Editorial Board	2014-10-16	A Deadly Legacy in Iraq
63	The Editorial Board	2014-10-16	The Supreme Court Acts for Texas Women 
540	The Editorial Board	2014-10-15	A British Message to Israel 
280	The Editorial Board	2014-10-15	Gov. Cuomo’s Debate Follies
214	The Editorial Board	2014-10-15	A Missed Opportunity to Find Rapists 
2501	Thomas Friedman	2014-10-15	A Pump War?
38920	Frank Bruni	2014-10-15	Scarier Than Ebola
168	Roger Cohen	2014-10-14	Ebola, Denial, Fear and Panic
1251	The Editorial Board	2014-10-14	First the Scots, Now the Catalans
671	The Editorial Board	2014-10-14	The Worsening Ebola Crisis 
152	The Editorial Board	2014-10-14	A Trickle-Down Effect of Citizens United
172	The Editorial Board	2014-10-14	Reproductive Rights on the Ballot
257	Joe Nocera	2014-10-14	Amazon Plays Rough. So What?
428	David Brooks	2014-10-14	The Sorting Election
4893	The Editorial Board	2014-10-13	The Big Lie Behind Voter ID Laws 
109	The Editorial Board	2014-10-13	Will Boom Lead to Bust in Silicon Valley? 
142	The Editorial Board	2014-10-13	We’re Walkin’ Here!
2461	Paul Krugman	2014-10-13	How Righteousness Killed the World Economy
7767	The Editorial Board	2014-10-12	Obama Should End the Embargo on Cuba
196	The Editorial Board	2014-10-12	Raising the Minimum Wage, City by City
269	Ross Douthat	2014-10-12	Why America Is Moving Slowly on Assisted Suicide
438	Frank Bruni	2014-10-12	Appetite, Bill and Barack 
1692	Maureen Dowd	2014-10-12	Lady Psychopaths Welcome 
796	Thomas Friedman	2014-10-12	I.S. = Invasive Species 
6106	Nicholas Kristof	2014-10-12	When Whites Just Don’t Get It, Part 3
49	The Editorial Board	2014-10-11	Ebola Shocks Europe
478	Joe Nocera	2014-10-11	Putin Shows His Hand
290	The Editorial Board	2014-10-11	Having to Rebuild Gaza, Again
85	The Editorial Board	2014-10-11	‘Operation Choke Point’ Hits the Mark 
174	The Editorial Board	2014-10-11	Immigrants from Central America Need Legal Support
222	The Editorial Board	2014-10-10	A Global Economic Malaise
119	The Editorial Board	2014-10-10	Mistakes and Confusion on Marriage Equality 
36	The Editorial Board	2014-10-10	Grim Executions in Afghanistan
104	The Editorial Board	2014-10-10	New York’s Jails Need Federal Oversight 
1998	Paul Krugman	2014-10-10	Secret Deficit Lovers
293	David Brooks	2014-10-10	Money Matters Less
209	Roger Cohen	2014-10-10	God Bless America
839	The Editorial Board	2014-10-09	False Teachings for India's Students
1344	The Editorial Board	2014-10-09	Turkey’s Refusal to Fight ISIS Hurts the Kurds
126	The Editorial Board	2014-10-09	New York’s Big Chance on Public Defense
84	The Editorial Board	2014-10-09	Ebola Screening at the Airports
11978	Nicholas Kristof	2014-10-09	The Diversity of Islam
221	Gail Collins	2014-10-09	Rules to Vote By
114	The Editorial Board	2014-10-08	China Punishes a Scholar
117	The Editorial Board	2014-10-08	Don’t Gamble Away Sterling Forest
390	The Editorial Board	2014-10-08	Secretly Buying Access to a Governor
14	The Editorial Board	2014-10-08	A Brighter Future for the Neediest Parks
229	The Editorial Board	2014-10-08	Monopolizing Beer
1300	Thomas Friedman	2014-10-08	The Secret Service and the Political Class
683	Roger Cohen	2014-10-07	For Israel, a Time of Self-Scrutiny
340	The Editorial Board	2014-10-07	Malaysia’s Deplorable Sedition Act
576	The Editorial Board	2014-10-07	One Step Closer to Marriage Equality 
97	The Editorial Board	2014-10-07	Stopping Ebola in America 
242	Joe Nocera	2014-10-07	‘Moment of Truth’ on Emissions
1696	The Editorial Board	2014-10-06	Alaska, Oregon and the District of Columbia Should Legalize Pot
110	The Editorial Board	2014-10-06	Bad Credit? Big Problem 
132	The Editorial Board	2014-10-06	India and America, Beginning Again
161	The Editorial Board	2014-10-06	California Wisely Includes Families in Gun Seizure Law
2073	Paul Krugman	2014-10-06	Voodoo Economics, the Next Generation
3586	Frank Bruni	2014-10-05	The Church’s Gay Obsession
1502	Thomas Friedman	2014-10-05	ISIS, Boko Haram and Batman
389	Maureen Dowd	2014-10-05	Julia Pierson and the Glass Ceiling
61	The Editorial Board	2014-10-05	Still Dawdling on Trucker Training
3554	The Editorial Board	2014-10-05	Reining In Egypt’s Military Aid
290	Ross Douthat	2014-10-05	I Love Lena
308	The Editorial Board	2014-10-05	Silicon Valley’s Diversity Problem
194	The Editorial Board	2014-10-04	Care at the End of Life
88	The Editorial Board	2014-10-04	New York’s Sensible Immigration Shift
21	The Editorial Board	2014-10-04	Minding the Transit Gap 
303	The Editorial Board	2014-10-04	To Give Ukraine a Chance, Sanctions on Russia Must Continue
165	Joe Nocera	2014-10-04	Apple’s Irish Luck
1252	Gail Collins	2014-10-04	The Walrus and the Politicians
246	Roger Cohen	2014-10-03	Iran, the Thinkable Ally
717	The Editorial Board	2014-10-03	The Fundamental Horror of ISIS
569	The Editorial Board	2014-10-03	Another Israeli Housing Project Threatens a Peace Deal
85	The Editorial Board	2014-10-03	What to Do About Student Loan Defaults 
37	The Editorial Board	2014-10-03	Gov. Brown’s Disappointing Veto 
718	David Brooks	2014-10-03	The Problem With Pragmatism
738	Paul Krugman	2014-10-03	Depression Denial Syndrome
289	The Editorial Board	2014-10-02	India’s Environment at Risk
495	The Editorial Board	2014-10-02	Paying Afghanistan’s Bills 
203	The Editorial Board	2014-10-02	More Hurdles for Home Care Unions 
174	The Editorial Board	2014-10-02	 Mr. Obama’s Pacific Monument
5248	Nicholas Kristof	2014-10-02	What ISIS Could Teach the West
846	Gail Collins	2014-10-02	Securing Social Security
91	The Editorial Board	2014-10-01	Apple’s Special Irish Tax Breaks
75	The Editorial Board	2014-10-01	Mr. de Blasio Expands the Living Wage
231	Thomas Friedman	2014-10-01	Order vs. Disorder, Part 4
304	Frank Bruni	2014-10-01	The Secret Service, the White House and a Public Embarrassment
432	The Editorial Board	2014-10-01	Julia Pierson's Secret Service and the White House Breach
560	Roger Cohen	2014-09-30	For ISIS, Slaughter Is an End in Itself
575	The Editorial Board	2014-09-30	China’s Crackdown in Hong Kong 
183	The Editorial Board	2014-09-30	A New Attack on Antibiotic Resistance
199	The Editorial Board	2014-09-30	Delayed Justice for the Navajos
213	Joe Nocera	2014-09-30	The Hole in Holder’s Legacy
372	The Editorial Board	2014-09-29	The Tide of the Culture War Shifts
9629	Paul Krugman	2014-09-29	Our Invisible Rich
243	The Editorial Board	2014-09-29	Nursing Homes Behind Bars
467	Ross Douthat	2014-09-28	The Cult Deficit
683	Thomas Friedman	2014-09-28	Who Had It Easier, Reagan or Obama? 
1897	Frank Bruni	2014-09-28	The Wilds of Education 
457	Maureen Dowd	2014-09-28	From Pen and Phone to Bombs and Drones
64	The Editorial Board	2014-09-28	Beijing’s Internet Crackdown Hurts the Chinese Economy
173	The Editorial Board	2014-09-28	Dismal Lessons From Libya and Yemen 
571	The Editorial Board	2014-09-28	A Group Shout on Climate Change 
1131	Nicholas Kristof	2014-09-28	Stranger Danger and Guns
42	The Editorial Board	2014-09-27	A Bad Antiterrorism Bill
156	Joe Nocera	2014-09-27	Income Inequality and N.R.A. Dominance May Not Last Forever
807	The Editorial Board	2014-09-27	The Quickening Pace of Gun Sprees
407	The Editorial Board	2014-09-27	Labor Rights for Home Care Workers 
72	The Editorial Board	2014-09-27	Losing the Race Against Ebola
54	The Editorial Board	2014-09-27	Impasse Over Iran’s Nuclear Program
304	Gail Collins	2014-09-27	Congressional Campaign Ads Are Scary
158	Roger Cohen	2014-09-26	Obama Leads on ISIS. He Is Right to Take The Risk
139	The Editorial Board	2014-09-26	India’s Mars Shot
84	The Editorial Board	2014-09-26	A Step Closer to Banning Landmines
896	David Brooks	2014-09-26	Routine, Creativity and President Obama’s U.N. Speech
292	The Editorial Board	2014-09-26	Eric Holder’s Legacy 
1649	Paul Krugman	2014-09-26	The Show-Off Society
83	The Editorial Board	2014-09-25	A New Focus on Foreign Fighters 
857	The Editorial Board	2014-09-25	Long Lines at Minority Polling Places
135	The Editorial Board	2014-09-25	Warnings on Big Medical Bills
1221	Nicholas Kristof	2014-09-25	The Ebola Fiasco
1897	Gail Collins	2014-09-25	The Politics of Climate Change
740	The Editorial Board	2014-09-24	Wrong Turn on Syria: No Convincing Plan
118	The Editorial Board	2014-09-24	Wrong Turn on Syria: Helping Assad?
33	The Editorial Board	2014-09-24	Cracking Down on Corporate Tax Games 
1029	Thomas Friedman	2014-09-24	ISIS Crisis
3387	Frank Bruni	2014-09-24	‘I Do’ Means You’re Done
1179	Roger Cohen	2014-09-23	Truths of a French Village
71	The Editorial Board	2014-09-23	The New York Jail Scandal Continues 
30	The Editorial Board	2014-09-23	Mayor de Blasio Takes On Climate Change
493	The Editorial Board	2014-09-23	Backsliding on Nuclear Promises 
2267	David Brooks	2014-09-23	Snap Out of It
88	Joe Nocera	2014-09-23	Behind the Chevron Case
324	The Editorial Board	2014-09-22	A Chance at College for Ex-Offenders 
45	The Editorial Board	2014-09-22	A Shaky Step Forward in Afghanistan
137	The Editorial Board	2014-09-22	Children’s Health Insurance at a Crossroads
5624	Paul Krugman	2014-09-22	Those Lazy Jobless
437	Thomas Friedman	2014-09-21	Three Cheers for Pluralism Over Separatism
270	Frank Bruni	2014-09-21	The Vain and the Desperate
1697	Nicholas Kristof	2014-09-21	Alicia Keys Asks: Why Are We Here?
1121	The Editorial Board	2014-09-21	Venezuela’s Crackdown on Opposition
374	Ross Douthat	2014-09-21	Grand Illusion in Syria
1170	Maureen Dowd	2014-09-21	Willie Nelson Feels Maureen Dowd’s Pain
136	The Editorial Board	2014-09-21	Can Adversaries Become Allies to Fight ISIS?
152	The Editorial Board	2014-09-21	Affordable Housing for Retirees
3848	Charles Blow	2014-09-21	Up From Pain
459	Roger Cohen	2014-09-20	We the People of Scotland
124	Joe Nocera	2014-09-20	Roger Goodell Speaks for the N.F.L. and Says Nothing
229	Gail Collins	2014-09-20	Exercising the Right to Rant
351	The Editorial Board	2014-09-20	‘The Death of Klinghoffer’ Must Go On
120	The Editorial Board	2014-09-20	Report on G-20 Labor Markets Finds Too Few Jobs Worldwide
144	The Editorial Board	2014-09-20	Scotland’s Pro-Unity Vote 
251	The Editorial Board	2014-09-20	Editing Out Thailand’s Past
4472	David Brooks	2014-09-19	There Are Social and Political Benefits to Having Friends
4980	Paul Krugman	2014-09-19	Could Fighting Global Warming Be Cheap and Free?
51	The Editorial Board	2014-09-19	A Thin Blue Line in Battle Fatigues 
28	The Editorial Board	2014-09-19	After the Bridge Scandal, Fixes for the Port Authority
118	The Editorial Board	2014-09-19	The Importance of Taping Interrogations
283	The Editorial Board	2014-09-19	Refugees Fleeing to Europe Face Death From Smugglers
135	The Editorial Board	2014-09-19	Taiwan’s ‘Gutter Oil’ Scandal
241	The Editorial Board	2014-09-18	Deciding Who Gets Overtime Pay 
527	Nicholas Kristof	2014-09-18	The ISIS Campaign Is Off to a Shaky Start
